chr	startwin	endwin	NbDiagnoSNPs	medianfreqfirsthyb	meanfreqfirsthyb	medianfreqhybtea	meanfreqhybtea
Chr06	34200001	34300000	89	0	0.0916666667	0	0.1553672316
Chr06	34300001	34400000	16	0.21875	0.2276785714	0.75	0.7569444444
Chr06	34400001	34500000	48	0	0.0305555556	0	0.1111111111
Chr06	34500001	34600000	37	0.0729166667	0.228219697	0.5	0.4560185185
Chr06	34600001	34700000	30	0.0625	0.1510416667	0.5625	0.5325
Chr06	34700001	34800000	150	0	0.0531862745	0.75	0.8309576023
Chr06	34800001	34900000	39	0.2083333333	0.2455357143	1	0.8041666667
Chr06	34900001	35000000	20	0.3125	0.2859848485	0.4375	0.3458333333
Chr06	35000001	35100000	54	0	0.099702381	0	0.2578125
Chr06	35100001	35200000	17	0.0416666667	0.1145833333	0.25	0.19375
Chr06	35200001	35300000	62	0	0.038377193	0.75	0.7557471264
Chr06	35300001	35400000	15	0.34375	0.4253472222	0.3125	0.4166666667
Chr06	35400001	35500000	12	0	0	NA	NaN
Chr06	35500001	35600000	66	0	0.1240530303	0.625	0.5568181818
Chr06	35600001	35700000	37	0.375	0.3171296296	0.875	0.6744047619
Chr06	35700001	35800000	10	0	0.0659722222	0.4166666667	0.3657407407
Chr06	35800001	35900000	40	0.625	0.5367063492	0.9375	0.7265625
Chr06	35900001	36000000	104	0	0.0873917749	0.375	0.3623188406
Chr06	36000001	36100000	16	0.6666666667	0.5208333333	0.8333333333	0.7694444444
Chr06	36100001	36200000	10	0.5833333333	0.5300925926	0.625	0.5810185185
Chr06	36200001	36300000	10	0.125	0.255952381	0.3958333333	0.3697916667
Chr06	36300001	36400000	29	0.1666666667	0.2644230769	0.75	0.7633333333
Chr06	36400001	36500000	22	0	0.0444444444	0.75	0.7178030303
Chr06	36500001	36600000	1	NA	NA	NA	NA
Chr06	36600001	36700000	78	0.5833333333	0.5388888889	0.6875	0.6957762557
Chr06	36700001	36800000	38	0.1875	0.2629310345	0.6458333333	0.5868055556
Chr06	36800001	36900000	20	0.3125	0.296875	0.6875	0.6174242424
Chr06	36900001	37000000	39	0.25	0.2708333333	0.625	0.5986842105
Chr06	37000001	37100000	28	0.3333333333	0.3721590909	0.6875	0.7028508772
Chr06	37100001	37200000	39	0.1875	0.2702020202	0.5	0.4748931624
Chr06	37200001	37300000	14	0.5	0.4814814815	0.9375	0.925
Chr06	37300001	37400000	40	0.25	0.3258928571	0.75	0.7119252874
Chr06	37400001	37500000	23	0.25	0.2708333333	0.5	0.4354166667
Chr06	37500001	37600000	27	0.03125	0.1614583333	0.6875	0.6908333333
Chr06	37600001	37700000	77	0.0625	0.1149691358	0.5625	0.6369047619
Chr06	37700001	37800000	26	0.125	0.3298611111	0.46875	0.5148809524
Chr06	37800001	37900000	28	0	0.2615740741	0.4583333333	0.4166666667
Chr06	37900001	38000000	16	0.4791666667	0.4739583333	0.6666666667	0.6950757576
Chr06	38000001	38100000	33	0.5	0.4691358025	0.875	0.8532986111
Chr06	38100001	38200000	20	0.25	0.2475490196	0.5	0.4294871795
Chr06	38200001	38300000	17	0.6770833333	0.6800595238	1	0.9401041667
Chr06	38300001	38400000	20	0.0625	0.3541666667	0.84375	0.77734375
Chr06	38400001	38500000	81	0	0.0701754386	0.8333333333	0.8488849765
Chr06	38500001	38600000	153	0	0.0614754098	0.75	0.8419117647
Chr06	38600001	38700000	58	0.125	0.125	1	0.8253968254
Chr06	38700001	38800000	27	0	0.0436507937	0.375	0.3894230769
Chr06	38800001	38900000	44	0	0.0920138889	0.4375	0.4802083333
Chr06	38900001	39000000	34	0.1666666667	0.18125	0.7604166667	0.6484375
Chr06	39000001	39100000	19	0	0.0666666667	0	0.25
Chr06	39100001	39200000	11	0.34375	0.34375	0.5625	0.4541666667
Chr06	39200001	39300000	10	0.0625	0.2083333333	0.34375	0.4375
Chr06	39300001	39400000	41	0.4479166667	0.4381510417	0.625	0.671474359
Chr06	39400001	39500000	100	0.0833333333	0.1534090909	0.6666666667	0.6432291667
Chr06	39500001	39600000	7	0.0625	0.125	0.53125	0.4791666667
Chr06	39600001	39700000	10	0.375	0.375	0.59375	0.5972222222
Chr06	39700001	39800000	85	0	0.0376461988	0.3333333333	0.4166666667
Chr06	39800001	39900000	49	0.0833333333	0.2083333333	0.875	0.7916666667
Chr06	39900001	40000000	17	0.2916666667	0.3791666667	0.90625	0.8020833333
Chr06	40000001	40100000	38	0	0.1458333333	0.59375	0.5875
Chr06	40100001	40200000	29	0.5	0.4748263889	0.78125	0.7157738095
Chr06	40200001	40300000	85	0	0.0724826389	0.6875	0.6233974359
Chr06	40300001	40400000	9	0.6666666667	0.6541666667	0.6145833333	0.6215277778
Chr06	40400001	40500000	14	0.3333333333	0.2958333333	0.8333333333	0.7053571429
Chr06	40500001	40600000	23	0.3125	0.3784722222	0.75	0.7904411765
Chr06	40600001	40700000	11	0.25	0.2673611111	0.75	0.8244047619
Chr06	40700001	40800000	14	0	0.09375	0.5625	0.5897435897
Chr06	40800001	40900000	43	0.0625	0.1973039216	0.75	0.6666666667
Chr06	40900001	41000000	33	0.28125	0.2623106061	0.5625	0.5168010753
Chr06	41000001	41100000	5	0.0416666667	0.0416666667	0.5833333333	0.5833333333
Chr06	41100001	41200000	74	0.5	0.4696327684	0.875	0.8045634921
Chr06	41200001	41300000	44	0	0.0270833333	1	0.8595238095
Chr06	41300001	41400000	23	0	0.0753205128	0.6770833333	0.671875
Chr06	41400001	41500000	11	0.6666666667	0.4761904762	0.5833333333	0.5333333333
Chr06	41500001	41600000	17	0.4895833333	0.5390625	0.6770833333	0.6324404762
Chr06	41600001	41700000	9	0.25	0.3203125	0.6666666667	0.6208333333
Chr06	41700001	41800000	37	0.125	0.311827957	0.5625	0.5951576577
Chr06	41800001	41900000	34	0	0.162037037	0.5625	0.6192528736
Chr06	41900001	42000000	18	0	0.28125	0.5625	0.6121794872
Chr06	42000001	42100000	8	0	0.3166666667	0.6875	0.5347222222
Chr06	42100001	42200000	26	0	0.1180555556	0.5	0.5461956522
Chr06	42200001	42300000	80	0	0.0387426901	0.75	0.7652994792
Chr06	42300001	42400000	37	0	0.1030701754	0.3958333333	0.3256944444
Chr06	42400001	42500000	34	0.25	0.2620614035	0.8125	0.77734375
Chr06	42500001	42600000	0	NA	NA	NA	NA
Chr06	42600001	42700000	33	0.3333333333	0.3383333333	0.6875	0.6599702381
Chr06	42700001	42800000	47	0.5	0.553030303	0.625	0.5581896552
Chr06	42800001	42900000	16	0.4166666667	0.4791666667	0.5625	0.4955357143
Chr06	42900001	43000000	57	0.4375	0.4578900709	0.8125	0.7894965278
Chr06	43000001	43100000	11	0.1666666667	0.1527777778	0.5729166667	0.5989583333
Chr06	43100001	43200000	7	0.28125	0.2881944444	0.5625	0.5476190476
Chr06	43200001	43300000	14	0.375	0.4395833333	0.4895833333	0.51875
Chr06	43300001	43400000	30	0.3125	0.3520833333	0.5625	0.6099137931
Chr06	43400001	43500000	30	0.25	0.3474702381	0.5	0.5560897436
Chr06	43500001	43600000	7	0.28125	0.28125	0.7916666667	0.7638888889
Chr06	43600001	43700000	16	0.0625	0.075	0.125	0.3796296296
Chr06	43700001	43800000	8	0.46875	0.46875	0.625	0.6822916667
Chr06	43800001	43900000	2	NA	NA	NA	NA
Chr06	43900001	44000000	7	0.65625	0.6736111111	0.8125	0.7886904762
Chr06	44000001	44100000	15	0.375	0.375	0.625	0.6628787879
Chr06	44100001	44200000	58	0.25	0.2661458333	0.75	0.8111111111
Chr06	44200001	44300000	60	0.375	0.4160353535	0.75	0.7751736111
Chr06	44300001	44400000	19	0.3333333333	0.34375	0.2604166667	0.328125
Chr06	44400001	44500000	52	0.1666666667	0.2133838384	0.5	0.3400537634
Chr06	44500001	44600000	22	0.3333333333	0.4138888889	0.1666666667	0.2799479167
Chr06	44600001	44700000	24	0.2916666667	0.321875	0.5	0.5339912281
Chr06	44700001	44800000	9	0.21875	0.390625	0.4375	0.4895833333
Chr06	44800001	44900000	10	0.6458333333	0.7013888889	0.75	0.7767857143
Chr06	44900001	45000000	27	0.4166666667	0.3918269231	0.7083333333	0.6918402778
Chr06	45000001	45100000	26	0.3333333333	0.373015873	0.375	0.3705357143
Chr06	45100001	45200000	155	0.1875	0.2401556777	0.625	0.6390398551
Chr06	45200001	45300000	158	0.1875	0.2058823529	0.5	0.5121644295
Chr06	45300001	45400000	13	0.25	0.3472222222	1	1
Chr06	45400001	45500000	13	0.4375	0.4823717949	0.5625	0.5721153846
Chr06	45500001	45600000	21	0.8333333333	0.7375	1	0.9553571429
Chr06	45600001	45700000	11	0.3125	0.3295454545	0.5	0.4431818182
Chr06	45700001	45800000	22	0.1875	0.2242647059	0.5	0.5674603175
Chr06	45800001	45900000	33	0.125	0.2145061728	0.53125	0.5483630952
Chr06	45900001	46000000	46	0.4166666667	0.455615942	0.1875	0.3375
Chr06	46000001	46100000	11	0.59375	0.6145833333	0.65625	0.6640625
Chr06	46100001	46200000	8	0.6666666667	0.6333333333	0.625	0.6388888889
Chr06	46200001	46300000	26	0.375	0.4791666667	0.75	0.6875
Chr06	46300001	46400000	5	0.5	0.5277777778	0.65625	0.65625
Chr06	46400001	46500000	12	0.2916666667	0.3246527778	0.5625	0.5677083333
Chr06	46500001	46600000	15	0.5	0.4180555556	0.75	0.5673076923
Chr06	46600001	46700000	23	0.4375	0.4451754386	0.625	0.6458333333
Chr06	46700001	46800000	24	0.6875	0.6837121212	1	0.8295454545
Chr06	46800001	46900000	48	0.25	0.3125	0.75	0.6398809524
Chr06	46900001	47000000	16	0.25	0.2770833333	NA	NaN
Chr06	47000001	47100000	72	0.1666666667	0.2233333333	0.5416666667	0.5416666667
Chr06	47100001	47200000	20	0.28125	0.3372395833	0.3333333333	0.2777777778
Chr06	47200001	47300000	42	0.3229166667	0.2510416667	0.6666666667	0.5119047619
Chr06	47300001	47400000	18	0.5625	0.5539215686	0.5	0.5612745098
Chr06	47400001	47500000	28	0.3125	0.3506944444	0.6666666667	0.6954365079
Chr06	47500001	47600000	47	0.25	0.2560763889	0.5	0.5689102564
Chr06	47600001	47700000	9	0.5625	0.5208333333	0.875	0.8541666667
Chr06	47700001	47800000	12	0.3333333333	0.4583333333	0.0625	0.1319444444
Chr06	47800001	47900000	7	0.2083333333	0.3541666667	0.625	0.6458333333
Chr06	47900001	48000000	6	0.1875	0.1791666667	0.125	0.25
Chr06	48000001	48100000	6	0.1770833333	0.203125	0.1666666667	0.1666666667
Chr06	48100001	48200000	39	0.46875	0.4833333333	0.8229166667	0.7996323529
Chr06	48200001	48300000	35	0.5	0.4803921569	0.625	0.5992647059
Chr06	48300001	48400000	14	0.34375	0.2725694444	0.3125	0.3863636364
Chr06	48400001	48500000	8	0.4583333333	0.4479166667	0.8125	0.8020833333
Chr06	48500001	48600000	49	0.0833333333	0.1915322581	0.5625	0.5773809524
Chr06	48600001	48700000	10	0.3333333333	0.3869047619	0.75	0.7142857143
Chr06	48700001	48800000	19	0.25	0.2125	0.4895833333	0.44140625
Chr06	48800001	48900000	19	0.625	0.5800438596	0.90625	0.787037037
Chr06	48900001	49000000	73	0.375	0.3918650794	0.8125	0.8122106481
Chr06	49000001	49100000	31	0.3229166667	0.3425925926	0.71875	0.7053571429
Chr06	49100001	49200000	105	0.3333333333	0.3731884058	0.4375	0.4578754579
Chr06	49200001	49300000	79	0.25	0.3210227273	0.5	0.5515046296
Chr06	49300001	49400000	52	0.53125	0.4803240741	0.9375	0.7980442177
Chr06	49400001	49500000	47	0.1875	0.2428571429	0.375	0.3787393162
Chr06	49500001	49600000	21	0.125	0.162037037	0.3229166667	0.36875
Chr06	49600001	49700000	95	0.375	0.3915662651	0.4375	0.4908424908
Chr06	49700001	49800000	61	0.375	0.3619281046	0.5	0.51125
Chr06	49800001	49900000	72	0.3229166667	0.3591954023	0.53125	0.5388257576
Chr06	49900001	50000000	26	0.4375	0.4722222222	0.4375	0.4625
Chr06	50000001	50100000	25	0.3541666667	0.359375	0.40625	0.4157986111
Chr06	50100001	50200000	29	0.46875	0.5072916667	0.59375	0.6605902778
Chr06	50200001	50300000	47	0.375	0.3869047619	0.8125	0.7238095238
Chr06	50300001	50400000	41	0.6875	0.6484375	0.5833333333	0.6123737374
Chr06	50400001	50500000	22	0.1666666667	0.2149621212	0.4375	0.5381944444
Chr06	50500001	50600000	40	0.6041666667	0.552662037	0.5833333333	0.5844017094
Chr06	50600001	50700000	45	0.6875	0.6946138211	0.6770833333	0.6916666667
Chr06	50700001	50800000	47	0.375	0.441091954	0.5	0.5555555556
Chr06	50800001	50900000	66	0.5	0.5718005952	0.8333333333	0.7633647799
Chr06	50900001	51000000	41	0.3541666667	0.4129464286	0.375	0.4289215686
Chr06	51000001	51100000	21	0.375	0.4424603175	0.46875	0.4861111111
Chr06	51100001	51200000	91	0.6666666667	0.6496212121	0.5	0.6102430556
Chr06	51200001	51300000	160	0.375	0.4522754137	0.6458333333	0.6095545977
Chr06	51300001	51400000	40	0.5	0.5140765766	0.5	0.5523809524
Chr06	51400001	51500000	28	0.53125	0.5115740741	0.625	0.556712963
Chr06	51500001	51600000	8	0.5833333333	0.630952381	1	0.7
Chr06	51600001	51700000	21	0.9583333333	0.77734375	1	0.8125
Chr06	51700001	51800000	45	0.6041666667	0.5295138889	0.6458333333	0.6083333333
Chr06	51800001	51900000	20	0.21875	0.3645833333	0.4583333333	0.453125
Chr06	51900001	52000000	18	0.4270833333	0.4361979167	0.5	0.4803921569
Chr06	52000001	52100000	81	0.1458333333	0.2139136905	0.75	0.6960978836
Chr06	52100001	52200000	6	0.0625	0.0625	0.1875	0.1875
Chr06	52200001	52300000	19	0.5625	0.5533854167	0.5833333333	0.5906862745
Chr06	52300001	52400000	53	0.5625	0.562099359	0.5	0.515625
Chr06	52400001	52500000	68	0.625	0.5778508772	0.5	0.5507392473
Chr06	52500001	52600000	11	0.5625	0.4337121212	0.4375	0.3958333333
Chr06	52600001	52700000	17	0.4375	0.4640151515	0.53125	0.5572916667
Chr06	52700001	52800000	55	0.5625	0.5495283019	0.5833333333	0.5428459119
Chr06	52800001	52900000	14	0.5625	0.5744047619	0.5625	0.5972222222
Chr06	52900001	53000000	79	0.5	0.4677511416	0.5625	0.5833333333
Chr06	53000001	53100000	23	0.5729166667	0.5694444444	0.5625	0.5807291667
Chr06	53100001	53200000	27	0.625	0.5503472222	0.5625	0.6322115385
Chr06	53200001	53300000	26	0.5625	0.6041666667	0.53125	0.5464015152
Chr06	53300001	53400000	48	0.625	0.6097972973	0.625	0.5913461538
Chr06	53400001	53500000	54	0.25	0.3351190476	0.4375	0.5121124031
Chr06	53500001	53600000	38	0.25	0.3768115942	0.5	0.5280448718
Chr06	53600001	53700000	39	0.4166666667	0.4257246377	0.53125	0.5224358974
Chr06	53700001	53800000	23	0.25	0.3382936508	0.3854166667	0.428125
Chr06	53800001	53900000	41	0.1875	0.2217261905	0.4375	0.4576149425
Chr06	53900001	54000000	26	0.625	0.6893939394	0.625	0.623015873
Chr06	54000001	54100000	49	0.4375	0.5106837607	0.5625	0.5807291667
Chr06	54100001	54200000	126	0.625	0.6041666667	0.8125	0.7728280142
Chr06	54200001	54300000	19	0.53125	0.5221354167	0.6666666667	0.625
Chr06	54300001	54400000	42	0.5	0.501344086	0.5625	0.569047619
Chr06	54400001	54500000	19	0.5833333333	0.5671296296	0.6875	0.6796875
Chr06	54500001	54600000	44	0.3125	0.3669871795	0.53125	0.5696022727
Chr06	54600001	54700000	103	0.75	0.664244186	0.6666666667	0.6030815972
Chr06	54700001	54800000	22	0.5	0.49609375	0.53125	0.5385416667
Chr06	54800001	54900000	23	0.6875	0.6801470588	0.5729166667	0.6238425926
Chr06	54900001	55000000	34	0.3125	0.3341049383	0.4375	0.4891666667
Chr06	55000001	55100000	48	0.4375	0.4677083333	0.375	0.4696969697
Chr06	55100001	55200000	11	0.25	0.3888888889	0.4375	0.5170454545
Chr06	55200001	55300000	22	0.625	0.5852272727	0.71875	0.7434895833
Chr06	55300001	55400000	36	0.3333333333	0.4159482759	0.4375	0.5511363636
Chr06	55400001	55500000	11	0.5625	0.5375	0.34375	0.3567708333
Chr06	55500001	55600000	11	0.6666666667	0.68125	0.6666666667	0.6306818182
Chr06	55600001	55700000	30	0.625	0.5301724138	0.5625	0.5524691358
Chr06	55700001	55800000	17	0.4375	0.4431818182	0.5625	0.5625
Chr06	55800001	55900000	3	NA	NA	NA	NA
Chr06	55900001	56000000	77	0.75	0.7173076923	0.8125	0.7537313433
Chr06	56000001	56100000	57	0.5833333333	0.5797955975	0.6666666667	0.6293604651
Chr06	56100001	56200000	20	0.21875	0.34375	0.5416666667	0.5229166667
Chr06	56200001	56300000	23	0.5833333333	0.560515873	0.5625	0.5398550725
Chr06	56300001	56400000	16	0.5	0.4739583333	0.375	0.4097222222
Chr06	56400001	56500000	17	0.5833333333	0.4810606061	0.4375	0.4652777778
Chr06	56500001	56600000	16	0.6666666667	0.630952381	0.5833333333	0.5729166667
Chr06	56600001	56700000	45	0.5833333333	0.5571705426	0.78125	0.6676587302
Chr06	56700001	56800000	22	0.25	0.3392857143	0.3958333333	0.4583333333
Chr06	56800001	56900000	16	0.8333333333	0.8333333333	0.75	0.7680555556
Chr06	56900001	57000000	57	0.4375	0.449845679	0.8333333333	0.7232142857
Chr06	57000001	57100000	15	0.375	0.4663461538	0.5416666667	0.5029761905
Chr06	57100001	57200000	17	0.5833333333	0.6346153846	0.5	0.5288461538
Chr06	57200001	57300000	11	0.1666666667	0.2395833333	0.375	0.4166666667
Chr06	57300001	57400000	16	0.4270833333	0.4375	0.4375	0.4777777778
Chr06	57400001	57500000	20	0.5	0.4791666667	0.4375	0.4473039216
Chr06	57500001	57600000	9	0.4375	0.4606481481	0.5	0.4791666667
Chr06	57600001	57700000	10	0.53125	0.5572916667	0.75	0.6625
Chr06	57700001	57800000	100	0.5	0.4972718254	0.6666666667	0.6538825758
Chr06	57800001	57900000	18	0.5	0.4763888889	0.40625	0.4672619048
Chr06	57900001	58000000	10	0.53125	0.5494791667	0.4375	0.4642857143
Chr06	58000001	58100000	13	0.75	0.7430555556	0.8125	0.7275641026
Chr06	58100001	58200000	71	0.6666666667	0.6243589744	0.8125	0.7010582011
Chr06	58200001	58300000	59	0.5	0.4820261438	0.6041666667	0.5761217949
Chr06	58300001	58400000	13	0.3333333333	0.4296875	0.3333333333	0.4583333333
Chr06	58400001	58500000	22	0.5625	0.5907738095	0.75	0.6875
Chr06	58500001	58600000	16	0.4166666667	0.4147727273	0.4375	0.5277777778
Chr06	58600001	58700000	14	0.375	0.4871794872	0.3125	0.3958333333
Chr06	58700001	58800000	54	0.4270833333	0.4340277778	0.53125	0.5544507576
Chr06	58800001	58900000	20	0.375	0.4625	0.3541666667	0.44140625
Chr06	58900001	59000000	34	0.5	0.5115740741	0.6770833333	0.712797619
Chr06	59000001	59100000	9	0.125	0.2083333333	0.21875	0.296875
Chr06	59100001	59200000	80	0.4375	0.4437830688	0.5	0.5017361111
Chr06	59200001	59300000	39	0.4375	0.4718468468	0.5625	0.5259009009
Chr06	59300001	59400000	71	0.6666666667	0.587797619	0.4375	0.4561403509
Chr06	59400001	59500000	10	0.1666666667	0.1990740741	0.4375	0.5023148148
Chr06	59500001	59600000	31	0.375	0.4425	0.625	0.5739247312
Chr06	59600001	59700000	21	0.5	0.5076754386	0.46875	0.4947916667
Chr06	59700001	59800000	17	0.4270833333	0.3715277778	0.6770833333	0.5885416667
Chr06	59800001	59900000	22	0.59375	0.4979166667	0.8125	0.75
Chr06	59900001	60000000	11	0.34375	0.3645833333	0.1875	0.3
Chr06	60000001	60100000	31	0.1875	0.2671130952	0.4375	0.490327381
Chr06	60100001	60200000	13	0.4375	0.4236111111	0.46875	0.4913194444
Chr06	60200001	60300000	14	0.3333333333	0.4034090909	0.6666666667	0.5272435897
Chr06	60300001	60400000	8	0.5	0.4861111111	0.3229166667	0.4375
Chr06	60400001	60500000	129	0.25	0.33125	0.75	0.7352507375
Chr06	60500001	60600000	19	0.5625	0.475	0.5625	0.5379901961
Chr06	60600001	60700000	28	0.6458333333	0.5892857143	0.625	0.6421130952
Chr06	60700001	60800000	16	0.65625	0.6731770833	0.6875	0.71484375
Chr06	60800001	60900000	5	0.6875	0.5875	0.6875	0.7708333333
Chr06	60900001	61000000	106	0.625	0.608032646	0.8125	0.8026842949
Chr06	61000001	61100000	3	NA	NA	NA	NA
Chr06	61100001	61200000	13	0.6666666667	0.6898148148	0.875	0.8108974359
Chr06	61200001	61300000	18	0.5416666667	0.5807291667	0.75	0.7463235294
Chr06	61300001	61400000	21	0.875	0.8212719298	0.8125	0.8452380952
Chr06	61400001	61500000	21	0.5625	0.5791666667	0.75	0.728125
Chr06	61500001	61600000	36	0.5625	0.574754902	0.625	0.6593137255
Chr06	61600001	61700000	13	0.625	0.6458333333	0.6458333333	0.6649305556
Chr06	61700001	61800000	15	0.4375	0.5240384615	0.6875	0.6875
Chr06	61800001	61900000	129	0.625	0.6508190883	0.75	0.802734375
Chr06	61900001	62000000	82	0.625	0.6607981221	0.75	0.828525641
Chr06	62000001	62100000	7	0.6770833333	0.6215277778	0.625	0.619047619
Chr06	62100001	62200000	31	0.6041666667	0.5825320513	0.75	0.8006944444
Chr06	62200001	62300000	62	0.5	0.5761217949	0.71875	0.7113575269
Chr06	62300001	62400000	15	0.5	0.5119047619	0.625	0.6833333333
Chr06	62400001	62500000	63	0.5625	0.6130952381	0.75	0.7489754098
Chr06	62500001	62600000	19	0.5833333333	0.5638888889	0.625	0.6328125
Chr06	62600001	62700000	13	0.625	0.58125	0.6875	0.6730769231
Chr06	62700001	62800000	4	NA	NA	NA	NA
Chr06	62800001	62900000	41	0.625	0.6261261261	0.6875	0.6682291667
Chr06	62900001	63000000	38	0.625	0.6194852941	0.6875	0.7111486486
Chr06	63000001	63100000	61	0.625	0.6009887006	0.6875	0.68125
Chr06	63100001	63200000	82	0.75	0.7372222222	0.875	0.8305386179
Chr06	63200001	63300000	26	0.625	0.6041666667	0.75	0.7716666667
Chr06	63300001	63400000	20	0.5	0.493872549	0.75	0.7645833333
Chr06	63400001	63500000	8	0.6666666667	0.6493055556	0.7708333333	0.7473958333
Chr06	63500001	63600000	17	0.5	0.4708333333	0.75	0.7473958333
Chr06	63600001	63700000	17	0.5625	0.5194444444	0.75	0.7904411765
Chr06	63700001	63800000	4	NA	NA	NA	NA
Chr06	63800001	63900000	12	0.4375	0.4734848485	0.5625	0.6423611111
Chr06	63900001	64000000	15	0.5833333333	0.6378205128	0.875	0.7972222222
Chr06	64000001	64100000	39	0.75	0.7393018018	0.875	0.8002136752
Chr06	64100001	64200000	35	0.6666666667	0.6507352941	0.9583333333	0.8111979167
Chr06	64200001	64300000	20	0.8125	0.7612179487	0.8229166667	0.8020833333
Chr06	64300001	64400000	56	0.5625	0.5459183673	0.75	0.7367424242
Chr06	64400001	64500000	14	0.4895833333	0.5354166667	0.75	0.787202381
Chr06	64500001	64600000	38	0.625	0.5578703704	0.75	0.7565789474
Chr06	64600001	64700000	11	0.625	0.5178571429	0.6666666667	0.6496212121
Chr06	64700001	64800000	81	0.625	0.6348684211	0.6875	0.7134081197
Chr06	64800001	64900000	15	0.5625	0.5871212121	0.7083333333	0.7068452381
Chr06	64900001	65000000	32	0.5625	0.5646929825	0.75	0.7182539683
Chr06	65000001	65100000	4	NA	NA	NA	NA
Chr06	65100001	65200000	19	0.6875	0.5788690476	0.71875	0.7395833333
Chr06	65200001	65300000	24	0.4270833333	0.4604166667	0.75	0.8333333333
Chr06	65300001	65400000	11	0.75	0.7518939394	0.8333333333	0.803030303
Chr06	65400001	65500000	16	0.6875	0.6569444444	0.8125	0.7864583333
Chr06	65500001	65600000	22	0.75	0.7401315789	0.9270833333	0.8427083333
Chr06	65600001	65700000	25	0.46875	0.4761904762	0.75	0.7994791667
Chr06	65700001	65800000	14	0.625	0.6185897436	0.6041666667	0.6369047619
Chr06	65800001	65900000	58	0.5	0.4817251462	0.5625	0.5800438596
Chr06	65900001	66000000	60	0.6875	0.6808333333	0.8541666667	0.840625
Chr06	66000001	66100000	17	0.4375	0.5847222222	0.75	0.825
Chr06	66100001	66200000	24	0.6458333333	0.6666666667	0.6875	0.7291666667
Chr06	66200001	66300000	46	0.6875	0.7078598485	0.8125	0.7958333333
Chr06	66300001	66400000	29	0.625	0.6473765432	0.875	0.8147321429
Chr06	66400001	66500000	46	0.6041666667	0.650462963	0.875	0.8009259259
Chr06	66500001	66600000	33	0.5	0.5406746032	0.75	0.7943548387
Chr06	66600001	66700000	53	0.5833333333	0.5644379845	0.75	0.7586477987
Chr06	66700001	66800000	42	0.6875	0.6654761905	0.875	0.8452380952
Chr06	66800001	66900000	35	0.6875	0.6946614583	0.875	0.8529761905
Chr06	66900001	67000000	48	0.6666666667	0.6904069767	0.9166666667	0.8592479675
Chr06	67000001	67100000	55	0.5833333333	0.5901041667	0.75	0.6890151515
Chr06	67100001	67200000	72	0.4375	0.4378360215	0.75	0.6604166667
Chr06	67200001	67300000	80	0.3333333333	0.3809027778	0.6041666667	0.6461004274
Chr06	67300001	67400000	28	1	0.8576388889	1	0.9182098765
Chr07	1	100000	76	0.5833333333	0.6216666667	0.8125	0.8242872807
Chr07	100001	200000	50	0.625	0.6130319149	0.875	0.8629166667
Chr07	200001	300000	150	0.5	0.4879166667	0.78125	0.80125
Chr07	300001	400000	42	0.5625	0.5863821138	0.875	0.8556547619
Chr07	400001	500000	31	0.5625	0.5649509804	0.78125	0.8005952381
Chr07	500001	600000	34	0.5833333333	0.5574494949	0.8125	0.8244949495
Chr07	600001	700000	18	0.5625	0.5694444444	0.875	0.8136574074
Chr07	700001	800000	30	0.6666666667	0.6858974359	0.875	0.8631944444
Chr07	800001	900000	15	0.78125	0.7470238095	0.9375	0.9208333333
Chr07	900001	1000000	16	0.3854166667	0.4036458333	0.71875	0.6953125
Chr07	1000001	1100000	42	0.6041666667	0.6074561404	0.8125	0.8240131579
Chr07	1100001	1200000	19	0.53125	0.5601851852	0.875	0.8388157895
Chr07	1200001	1300000	37	0.625	0.6125	0.875	0.8478009259
Chr07	1300001	1400000	14	0.5833333333	0.553030303	0.875	0.8556547619
Chr07	1400001	1500000	38	0.5	0.5636574074	0.8125	0.7987938596
Chr07	1500001	1600000	42	0.5625	0.581300813	0.8125	0.8412698413
Chr07	1600001	1700000	42	0.5625	0.5881410256	0.8229166667	0.846875
Chr07	1700001	1800000	37	0.6875	0.6263020833	0.8125	0.8333333333
Chr07	1800001	1900000	50	0.9270833333	0.8419384058	1	0.9525
Chr07	1900001	2000000	74	0.6770833333	0.6598214286	0.8125	0.8058574879
Chr07	2000001	2100000	33	0.8125	0.7762096774	1	0.896484375
Chr07	2100001	2200000	48	0.625	0.6186594203	0.8125	0.8211805556
Chr07	2200001	2300000	46	0.6875	0.7414772727	0.875	0.8768115942
Chr07	2300001	2400000	20	0.6458333333	0.7145833333	0.8125	0.8520833333
Chr07	2400001	2500000	55	0.75	0.7327724359	0.9166666667	0.8893939394
Chr07	2500001	2600000	35	0.75	0.7506510417	0.875	0.8449754902
Chr07	2600001	2700000	44	0.6875	0.7277462121	0.8125	0.8459302326
Chr07	2700001	2800000	43	0.71875	0.6916666667	0.75	0.8038617886
Chr07	2800001	2900000	37	0.6458333333	0.6498842593	0.75	0.75
Chr07	2900001	3000000	20	0.8125	0.8026315789	0.84375	0.8395833333
Chr07	3000001	3100000	57	0.6875	0.6892730496	0.875	0.8753654971
Chr07	3100001	3200000	32	0.75	0.7372311828	0.75	0.7623697917
Chr07	3200001	3300000	8	0.4375	0.5625	0.75	0.8125
Chr07	3300001	3400000	46	0.75	0.7547348485	0.875	0.8908514493
